Isin,Year,EG017,EG018,EG030,IS010
CNE100002Q09,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100004314,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001DN1,2012,8.324,19.921,1.093,1340.39462
KR7042700005,2012,3.033,22.362,13.181,173393.9856
TW0006168008,2012,1.278,8.465,0.656,3770.243
DE000HAG0005,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006202005,2012,0.038,1.219,0.619,3555.952
CNE100002V10,2012,15.237,89.855,26.705,1968.458028
HK0000218211,2012,12.079,422.155,48.912,571.48
TW0002486008,2012,4.235,32.564,19.012,6569.311
TW0008040007,2012,0.016,0.432,0.12,687.41
US4532041096,2012,0.061,0.407,0.22,42.832
MYQ0166OO007,2012,0.14,23.641,5.017,180.774728
CH0011029946,2012,0.55,1.617,25.438,297.208
DE0006231004,2012,188.068,507.649,26.091,3904
CNE100001377,2012,0.611,0.656,0.086,105.8770563
US45817G2012,2012,0.323,0.321,0.045,8.803217
JP3152720003,2012,0.865,0.767,1.601,1471.456
US4611471008,2012,0.8,1.917,3.713,43.376
US44980X1090,2012,12.54,37.171,2.895,562.528
GB0009619924,2012,4.465,19.699,11.934,87.961
TW0003014007,2012,0.44,1.809,0.636,3656.802
JP3735300000,2012,2.242,7.736,12.078,11137
JP3389680004,2012,0.186,1.142,10.494,9676.242
CNE000001F05,2012,24.972,675.259,3.613,4428.620968
CNE000000N97,2012,3.593,8.152,0.408,500.4067251
TW0005285001,2012,0.063,4.707,5.939,2052.04
CNE0000017L3,2012,300.119,15.071,0.855,1048.207663
TW0006552003,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002375003,2012,0.914,0.817,0.292,1679.23
JP3281610000,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002449006,2012,1.785,174.18,42.478,14677.539
US5012421013,2012,0.484,15.297,67.702,791.023
JP3979200007,2012,0.021,2.944,13.438,12337.483
TW0003346003,2012,0.021,1.06,0.211,1214.768
US5184151042,2012,0.321,2.239,1.437,279.256
TW0003588000,2012,0.802,0.467,0.188,1082.371
KR7058470006,2012,1.36,9.468,5.718,75222.218
TW0002472008,2012,0.388,35.654,0.998,5735.682
TW0002369006,2012,1.718,62.263,18.385,6352.558
TW0004979000,2012,0.034,4.966,0.375,2153.676
US55405Y1001,2012,10.552,11.517,1.555,302.203
TW0002337003,2012,188,264,4.216,24228.738
US55933J2033,2012,17.428,23.193,4.155,807.336
MYL3867OO008,2012,0.005,0.273,1.989,1191.722
US5738741041,2012,7.056,27.931,17.461,3393.04
US57776J1007,2012,1.611,1.221,0.503,97.728
CNE100003QK4,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003527008,2012,0.069,1.01,0.43,2471.184
TW0002454006,2012,0.432,22.523,17.273,99263.16
JP3920860008,2012,6.061,3.184,2.306,35366.733
BE0165385973,2012,0.611,12.706,1.635,247.040763
JP3750400008,2012,4.455,17.8,25.653,23623
JP3910570005,2012,2.838,11.365,12.832,11867.31
TW0002464005,2012,200.242,297.553,0.86,4942.205
US55306N1046,2012,2.11,26.369,55.077,643.508
CNE100001X19,2012,9.476,14.541,1.448,1774.835706
CNE100003MN7,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002434008,2012,0.213,7.506,0.085,486.756
DE0006627201,2012,6.511,9.907,25.971,235.952885
SE0000375115,2012,1.088,2.268,17.123,1353.927
US63010N1054,2012,0.13,0.121,0.018,3.593368
TW0002408002,2012,40.342,193.312,5.896,33882.225
CNE1000040F5,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000ML7,2012,4.503,30.02,13.633,1004.901063
US64118P1093,2012,0.794,1.098,0.19,36.873
TW0003317004,2012,1.555,1.231,0.495,2842.449
JP3686200001,2012,2.066,7.738,1.797,27565
JP3725200004,2012,4.811,13.462,1.038,16089
JP3701200002,2012,54.676,461.204,6.54,100290
NO0003055501,2012,0.008,0.885,0.678,131.819
IL0010845571,2012,15.941,2.26,8.231,96.168
TW0003034005,2012,0.414,9.002,6.444,37028.67
TW0004919006,2012,27.2,44.4,1.29,7412.789
US6294452064,2012,0.677,0.636,0.147,28.57922
JP3193600008,2012,3.867,5.482,0.811,12432.341
US6833441057,2012,3.935,3.571,15.652,182.881
TW0002329000,2012,1.064,83.507,1.854,10653.597
JP3200400004,2012,5.294,17.974,31.185,28755.461
DE000LED4000,2012,31.934,267.382,36.088,5399.8
US68989M2026,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2012,1.257,22.048,2.216,12735.667
US7013543001,2012,0,0,0,0
US71360T2006,2012,0.118,0.132,0.031,6.082
TW0008299009,2012,0.4,3.395,0.016,33091.069
US7194051022,2012,21.348,35.501,2.318,450.439
CNE100005998,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US72581M3051,2012,1.253,0.771,0.307,59.71
US7392761034,2012,6.016,10.549,1.572,305.37
TW0006770001,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006239007,2012,2.18,215.82,120.425,41611.109
TW0006173008,2012,1.059,20.165,0.38,2186.396
DE0007461006,2012,0.448,2.543,11.365,103.252
US74837P4054,2012,0.317,0.235,0.077,14.944
US7509171069,2012,2.145,1.536,1.204,234.051
TW0002379005,2012,0.743,21.016,4.283,24613.536
TW0002302007,2012,0.822,2.665,0.101,583.02
JP3164720009,2012,244.603,898.869,57.587,883112
US7631651079,2012,2.492,4.222,13.509,157.836
TW0004968003,2012,0.032,0.449,0.15,859.924
TW0008104001,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ES0105225009,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RK2,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3982800009,2012,143.196,514.324,19.866,304652
JP3982200002,2012,1.788,7.479,11.18,10300.996
JP3976200000,2012,0.643,0.983,13.219,202723
JP3975410006,2012,0.147,2.284,14.208,#N/A N/A
JP3322950001,2012,1.028,3.652,4.172,3828.953
CNE000000KB3,2012,43.251,74.813,2.737,3355.542913
JP3329600005,2012,65.637,118.752,8.595,131803
DE0005156236,2012,3.993,3.702,11.027,100.179045
TW0003583001,2012,0.676,8.759,6.518,2252.295
JP3494600004,2012,11.797,26.061,271.222,250089
TW0002351004,2012,0.986,26.671,25.343,8756.96
JP3418400002,2012,7.873,10.14,1.292,19813.225
US8168501018,2012,0.831,7.857,2.473,480.601
CH0406705126,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7046890000,2012,44.36,51.224,3.925,858663.766
US8173232070,2012,0.552,0.229,0.115,22.254
CNE100002NT4,2012,1.229,0.875,0.184,225.2972657
CNE000000XB6,2012,5.471,6.722,0.551,675.7210757
CNE100000510,2012,0.176,6.678,0.574,704.064
CNE100002G84,2012,2.598,1.712,0.449,550.1931526
CNE100000Q50,2012,11.302,7.784,5.25,6436.622903
JP3355000005,2012,0.734,6.034,42.685,39359
JP3371600002,2012,3.703,67.813,67.944,62650
JP3375800004,2012,27.947,88.657,3.442,125825
KYG811801045,2012,2.14,6.509,11.094,3833.341
TW0006257009,2012,0.186,58.905,14.161,4893.095
TW0002363009,2012,0.556,2.46,0.103,594.258
US8269191024,2012,0.136,3.327,2.899,563.294
US82706C1080,2012,3.858,2.353,1.448,281.37
TW0003530002,2012,0.003,0.074,0.043,249.57
TW0003288007,2012,0.555,0.171,0.064,365.59
DE000WAF3001,2012,8.577,250.743,95.54,868
TW0005483002,2012,15.847,537.794,53.218,18388.486
US82982T1060,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008016007,2012,0.123,2.24,0.901,5178.151
KR7000660001,2012,1358.16,2472.11,46.449,10162210
JP3162640001,2012,3.445,9.519,0.717,10984.399
US83089J1088,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8020E1199,2012,269.329,768.572,145.637,1701.598
DE0005178008,2012,1.257,0.672,0.327,49.387854
FR0013227113,2012,3.356,3.632,38.15,323.423
TW0005471007,2012,0.005,0.851,0.616,3541.744
TW0003055000,2012,0.004,2.65,9.589,3313.268
CNE100003RN6,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0000226223,2012,561,828,107,8493
DE000A1K0235,2012,1.306,2.827,18.033,163.827
JP3322930003,2012,31.88,522.824,267.274,247177
TW0002401007,2012,5.682,9.699,1.499,8615.264
CNE000001P60,2012,3.834,5.845,0.657,805.0870231
US87157D1090,2012,0.052,3.83,2.821,548.228
TW0001582005,2012,0.056,0.355,1.466,8422.337
TW0002338001,2012,0.14,11.949,6.156,2126.992
TW0006278005,2012,0.523,25.42,8.672,49834.87
TW0002340007,2012,2.021,33.503,1.191,6844.325
JP3468000009,2012,1.303,4.297,6.263,5838.86
TW0004967005,2012,0.044,1.06,1.07,6147.066
IT0005482333,2012,#N/A N/A,#N/A N/A,#N/A N/A,17.709903
TW0003030003,2012,3.409,19.81,16.028,5538.388
CNE100000825,2012,7.751,55.54,21.969,1619.390492
KR7064760002,2012,1.055,6.832,3.71,48811.038
JP3571400005,2012,9.183,92.849,66,633091
JP3571800006,2012,8.912,22.909,86.767,80006
JP3580200008,2012,9.105,41.981,62.605,57727.293
TW0006271000,2012,0.889,48.55,20.215,6984.993
CNE1000006C3,2012,8.865,52.818,21.571,1590.012906
TW0008021007,2012,0.157,10.752,6.847,2365.885
JP3637280003,2012,38.086,26.921,0.597,9160.697
JP3555700008,2012,3.231,13.478,18.589,17140.175
IL0010823792,2012,375.286,129.534,54.676,638.831
TW0002451002,2012,0.063,4.546,4.562,26215.961
TW0002330008,2012,1563.31,3042.81,1466.556,506745.234
